4580047;"CONJ,MOTOBOMBA; 60CV";NÃO-ESTOQUE;12/03/2019;12/03/2019
4580048;"CONJ,MOTOBOMBA;175CV";NÃO-ESTOQUE;12/03/2019;12/03/2019
4580049;"CHAVE DE PARTIDA;Y/T; 60CV";NÃO-ESTOQUE;12/03/2019;12/03/2019
4580050;"CHAVE DE PARTIDA;Y/T;175CV";NÃO-ESTOQUE;12/03/2019;12/03/2019
4581418;"CAPACETE,MOT;C/VISEIRA;BRANCO;N.62;EMS10";NÃO-ESTOQUE;12/03/2019;12/03/2019
4582816;"PLACA,CHAPA GALV;4,00X3,00M;MOLD MADEIRA";NÃO-ESTOQUE;12/03/2019;12/03/2019
4582817;"PLACA,CHAPA GALV;3,00X2,00M;MOLD MADEIRA";NÃO-ESTOQUE;12/03/2019;12/03/2019
4582818;PLACA,CHAPA GALV,1,50X1,00M,MOLD MADEIRA;NÃO-ESTOQUE;12/03/2019;12/03/2019
4583289;"PLACA,SINALIZACAO;EXTINTOR CO2;EMS40";NÃO-ESTOQUE;12/03/2019;12/03/2019
4583291;"PLACA,SINALIZACAO;EXTINTOR PO QUIM;EMS40";NÃO-ESTOQUE;12/03/2019;12/03/2019
4583292;"PLACA,SINALIZACAO;EXTINTOR AGUA;EMS40";NÃO-ESTOQUE;12/03/2019;12/03/2019
4584167;"PLACA,ADVERT;ENCONTRO DE ALIM;EMS38";NÃO-ESTOQUE;12/03/2019;12/03/2019
4585492;"TRAFO,POT;72,5-15KV; 5MVA;S/C;FP";FORA DE PADRÃO;12/03/2019;12/03/2019
4585781;"TRAFO,POT;72,5-15KV;2,5MVA;S/C;FP";FORA DE PADRÃO;12/03/2019;12/03/2019
4586281;CINTO,SEG,MOD.PARAQUEDISTA,KIT EPI,EMS34;NÃO-ESTOQUE;12/03/2019;12/03/2019
4586577;LAMPADA,FLUORES,COMPAC,15/16W,840,PROCEL;ESTOQUE;12/03/2019;12/03/2019
4586578;LAMPADA,FLUORESCENTE,COMPACTA,20W,PROCEL;NÃO-ESTOQUE;12/03/2019;12/03/2019
4587667;TRAFO,POT,RECUP,72,5-15KV,5/6,25MVA,S/C;NÃO-ESTOQUE;12/03/2019;12/03/2019
4588317;"MODULO,MED,1F;CORTE/RELIG;240VAC;15-100A";ESTOQUE;12/03/2019;12/03/2019
4588318;"MODULO,CONTR;CORTE/RELIG;240V;60HZ,FPM";FORA DE PADRÃO;12/03/2019;12/03/2019
4588319;"DISPLAY,PLC;240VAC;60HZ";NÃO-ESTOQUE;12/03/2019;12/03/2019
4589472;MICRO: RACK;NÃO-ESTOQUE;12/03/2019;12/03/2019
4589474;MICRO: UNIDADE BIBLIOT FITA COMPAQ TL891;NÃO-ESTOQUE;12/03/2019;12/03/2019
4589486;RÁDIO TRK MDX;NÃO-ESTOQUE;12/03/2019;12/03/2019
4589487;RÁDIO AUTEL RTR 80;NÃO-ESTOQUE;12/03/2019;12/03/2019
4589488;RÁDIO ERICSSON - MODELO PM82EN;NÃO-ESTOQUE;12/03/2019;12/03/2019
4589490;CAIXA MODEM TRANSCEND;NÃO-ESTOQUE;12/03/2019;12/03/2019
4589501;CONVERSOR 64K;NÃO-ESTOQUE;12/03/2019;12/03/2019
4589787;"COLETE DE SINALIZAÇÃO TIPO X REFLETIV;FP";FORA DE PADRÃO;12/03/2019;12/03/2019
4590661;"SELO,NIFTY LOK 1/16;METAL;AMARELO;BROOKS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4591092;"CALCA;TECIDO ANTI-CHAMA;N:36;EMS-59";FORA DE PADRÃO;12/03/2019;12/03/2019
4591093;"CALCA;TECIDO ANTI-CHAMA;N:38; BLOQUEADO";FORA DE PADRÃO;12/03/2019;12/03/2019
4591094;"CALCA;TECIDO ANTI-CHAMA;N:40;EMS-59";FORA DE PADRÃO;12/03/2019;12/03/2019
4591095;CALCA,TECIDO ANTI-CHAMA,N:42,BLOQUEADO;FORA DE PADRÃO;12/03/2019;12/03/2019
4591096;CALCA,TECIDO ANTI-CHAMA,N:44, BLOQUEADO;FORA DE PADRÃO;12/03/2019;12/03/2019
4591097;"CALCA;TECIDO ANTI-CHAMA;N:46; BLOQUEADO";FORA DE PADRÃO;12/03/2019;12/03/2019
4591098;CALCA,TECIDO ANTI-CHAMA,N:48,BLOQUEADO;FORA DE PADRÃO;12/03/2019;12/03/2019
4591099;"CALCA;TECIDO ANTI-CHAMA;N:50;BLOQUEADO";FORA DE PADRÃO;12/03/2019;12/03/2019
4591100;CALCA,TECIDO ANTI-CHAMA,N:52-BLOQUEADO;FORA DE PADRÃO;12/03/2019;12/03/2019
4591101;"CALCA,TECIDO ANTI-CHAMA,N:54,EMS-59;FP";FORA DE PADRÃO;12/03/2019;12/03/2019
4591102;"CAMISA,MANGA LONGA;ANTI-CH;N:1;EMS60;FP";FORA DE PADRÃO;12/03/2019;12/03/2019
4591103;"CAMISA,MANGA LONGA;ANTI-CH;N:2;EMS60;FP";FORA DE PADRÃO;12/03/2019;12/03/2019
4591104;"CAMISA,MANGA LONGA;ANTI-CH;N:3;EMS60;FP";FORA DE PADRÃO;12/03/2019;12/03/2019
4591105;CAMISA,MANGA LONGA,ANTI-CH,N.4,EMS60,FP;FORA DE PADRÃO;12/03/2019;12/03/2019
4591106;CAMISA,MANGA LONGA,ANTI-CH,N:5,EMS60,FP;FORA DE PADRÃO;12/03/2019;12/03/2019
4591107;CAMISA,MANGA LONGA,ANTI-CH,N:6,EMS60,FP;FORA DE PADRÃO;12/03/2019;12/03/2019
4591467;BORNE SINDAL 25 MM²;NÃO-ESTOQUE;12/03/2019;12/03/2019
4591821;Terminal 25mm;NÃO-ESTOQUE;12/03/2019;12/03/2019
4591844;"LUMIN,ALTA EFIC;1X16W";NÃO-ESTOQUE;12/03/2019;12/03/2019
4591845;"LUMIN,ALTA EFIC;2X16W";NÃO-ESTOQUE;12/03/2019;12/03/2019
4591846;"LUMIN,ALTA EFIC;1X32W";NÃO-ESTOQUE;12/03/2019;12/03/2019
4591847;"LUMIN,ALTA EFIC;2X32W";NÃO-ESTOQUE;12/03/2019;12/03/2019
4591848;"LUMIN,ALTA EFIC;4X32W";NÃO-ESTOQUE;12/03/2019;12/03/2019
4594544;"SACOLA,PROT;LONA 10;VARA TELES;6EL;EMS47";NÃO-ESTOQUE;12/03/2019;12/03/2019
4608191;"CAPACETE,MOT;C/VISEIRA;BRANCO;N.64;EMS10";NÃO-ESTOQUE;12/03/2019;12/03/2019
4609271;"TALABARTE,CINTO PARAQUED;KIT EPI;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4609272;"TRAVA-QUEDAS;PARA CORDA;KIT EPI;EMS-34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4609273;"CORDA,POLIAM TRANÇAD;22KN;12MM;24M;FP";FORA DE PADRÃO;12/03/2019;12/03/2019
4609410;DISPOSITIVO,ANTIQUEDA,CARTUCHO BLOQUEADO;FORA DE PADRÃO;12/03/2019;12/03/2019
4610062;Hardware informático: grandes computador;NÃO-ESTOQUE;12/03/2019;12/03/2019
4610371;Outros equipamentos informáticos e de te;NÃO-ESTOQUE;12/03/2019;12/03/2019
4610951;"SELO,CADEADO;MED GR.A;LIMA-200";NÃO-ESTOQUE;12/03/2019;12/03/2019
4610952;SELO,SEMI-BAR/CAD,GR.A,VERDE-500,D19044;ESTOQUE;12/03/2019;12/03/2019
4612621;"SELO,SEG;POLIC;ROSA;LACRE CONCENTR DAT";NÃO-ESTOQUE;12/03/2019;12/03/2019
4612666;ENVELOPE,MED 1F,SLR31,314X408MM,POLIET;ESTOQUE;12/03/2019;12/03/2019
4612667;"ENVELOPE,MED 3F;SLR39;405X484MM;POLIET";ESTOQUE;12/03/2019;12/03/2019
4612724;Ratón-MOUSE OPTICO S/F;NÃO-ESTOQUE;12/03/2019;12/03/2019
4612725;Teclados-TECLADO, MICRO;NÃO-ESTOQUE;12/03/2019;12/03/2019
4615363;Produtos alimentícios e bebidas;NÃO-ESTOQUE;12/03/2019;12/03/2019
4615962;CARREGADOR P/ COLETOR DADOS FAT IMEDIATO;NÃO-ESTOQUE;12/03/2019;12/03/2019
4616343;MANGA,BOR,TIP.I/II,C2,17000V,TAM.R,EMS25;NÃO-ESTOQUE;12/03/2019;12/03/2019
4622585;"CALCA,JEANS;ANTI-CHAMA;N:36;EMS-63";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622586;"CALCA,JEANS;ANTI-CHAMA;N:38;EMS-63";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622587;"CALCA,JEANS;ANTI-CHAMA;N:40;EMS-63";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622588;"CALCA,JEANS;ANTI-CHAMA;N:42;EMS-63";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622589;CALCA,JEANS,ANTI-CHAMA,N:44,EMS-63;NÃO-ESTOQUE;12/03/2019;12/03/2019
4622590;CALCA,JEANS,ANTI-CHAMA,N:46,EMS-63;NÃO-ESTOQUE;12/03/2019;12/03/2019
4622591;"CALCA,JEANS;ANTI-CHAMA;N:48;EMS-63";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622592;CALCA,JEANS,ANTI-CHAMA,N:50,EMS-63;NÃO-ESTOQUE;12/03/2019;12/03/2019
4622593;CALCA,JEANS,ANTI-CHAMA,N:52,EMS-63;NÃO-ESTOQUE;12/03/2019;12/03/2019
4622594;CALCA,JEANS,ANTI-CHAMA,N.54,EMS-63;NÃO-ESTOQUE;12/03/2019;12/03/2019
4622595;"CAMISA,BEGE;MAN LONG;ANTI-CH;N1;EMS64";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622596;CAMISA,BEGE,MAN LONG,ANTI-CH,N2,EMS64;NÃO-ESTOQUE;12/03/2019;12/03/2019
4622597;CAMISA,BEGE,MAN LONG,ANTI-CH,N3,EMS64;NÃO-ESTOQUE;12/03/2019;12/03/2019
4622598;"CAMISA,BEGE;MAN LONG;ANTI-CH;N4;EMS64";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622599;"CAMISA,BEGE;MAN LONG;ANTI-CH;N5;EMS64";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622600;"CAMISA,BEGE;MAN LONG;ANTI-CH;N6;EMS64";NÃO-ESTOQUE;12/03/2019;12/03/2019
4622601;"CALCA,JEANS;ANTI-CHAMA;N:56;EMS-63";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625122;CONJ,IMPERM,VENT,CONTRA CHUVA,N.M,EMS50;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625123;"CONJ,IMPERM;VENT;CONTRA CHUVA;N.G;EMS50";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625226;CORDA,POLIAM TRANCAD,22KN,12MM,30M,EMS34;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625227;"MOSQUETÃO,OVAL;AÇO;DUP TRAVA;22KN;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625228;"CINTA,ANCORAGEM;POLIESTER; 550MM;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625229;"BOLSA,KIT EPC01;LONA VERDE;TÉCNICA;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625230;"CINTA,ANCORAGEM;POLIESTER;2000MM;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625265;"BOLSA,KIT EPI;LONA;AZUL;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625275;NOTEBOOK,ACER,RAM 2GB,HD 160GB,TELA 14,1;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625279;KIT EPI,TRAB ALTURA,COMERC/TECNICA,EMS34;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625284;FONTE CHAVEADA 1,5A  12V-PROJ CAM VIDEO;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625291;"FREIO OITO;LIGA AL ANONIZADO;30KN;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625292;"CABEÇOTE,ADAPTADOR;ABRIR CHAVE/ICC;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625293;"DISPOSITIVO,ANCORAG;TUBO PVC;25MM;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625294;"AGULHÃO,AÇO;DIAM:11MM;COMP:510MM;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625295;"BOLSA,KIT EPC02;LONA VERDE;COMERC;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625341;KIT EPC01,TRAB ALTURA,AREA TECNICA,EMS34;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625342;"KIT EPC02;TRAB ALTURA;ÁREA COMERC;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625401;ILHA,ESPECIAL,3 MESAS,MDP 25MM,CINZA;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625402;"APOIO,PÉS;3 REGUL;METALON 50X30MM";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625403;ARMÁRIO,MÉDIO,PORTAS BAIXAS,TAMPO LAT;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625404;ARMÁRIO,ESPECIAL,ALTO,10 PORTAS,1,80M;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625405;ARMÁRIO,ALTO,FECH,2 PORTA,1800X900X450MM;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625406;CADEIRA,EXEC,FIXA,C/BRACO,LOMBAR,P/ATEND;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625407;CADEIRA,FIXA,S/BRAÇO,P/ATENDIMENTO;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625408;MESA,TAMPO INTEIRIÇO,MAD,AGLOM,1,4X1,6M;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625409;CADEIRA,DIRETOR,P/GERENTE,LOMBAR,C/BRACO;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625410;LONGARINA,3 LUG,EM POLIPROPILENO,LARANJA;NÃO-ESTOQUE;12/03/2019;12/03/2019
4625411;"SOFÁ,2 LUG;LARANJA;ESPAÇO CLIENTE";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625456;"BUCHA,PASSAGEM; INT/EXT;15KV;400A;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625461;"CHAPA,BUCHA PASSAG;EXT;1600X600MM;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625462;"CONECTOR,HASTE ATERRAMENTO 5/8 ;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625463;"PORTA,METÁLICA;1,14X2,17M;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625464;"PUNHO,MANOBRA;ADAPT;CH SIMULT;TRIP;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625465;"SEC,TRIP;15KV;400A;COMANDO SUMULT;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625469;"TELA, PROTEÇÃO;P/DISJ;1,70X2,00M;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625470;"TELA,VENTILAÇÃO;1,00X0,50M;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625472;"VERGALHÃO,COBRE REDONDO;3/8 ;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625979;"VERGALHÃO,COBRE REDONDO;1/4 ;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625980;"VERGALHÃO,COBRE REDONDO;1/2 ;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625981;"EQUIP WMS;COLETOR RF";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625986;"EQUIP WMS;BATERIA,COLETOR RF";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625990;"EQUIP WMS;CARREGADOR,BATERIA RF";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625994;"EQUIP WMS;PONTO,ACESSO;PARA ANTENA RF";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625996;"EQUIP WMS;IMPRESSORA,ETIQUETAS CB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4625997;"EQUIP WMS;ANTENA RF";NÃO-ESTOQUE;12/03/2019;12/03/2019
4626109;"SEC,TRIP;15KV;100A;ABERT.S/CARG;PF;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4626843;FAIXA,SINALIZ,REFLET,CAPACET,MOTOC,EMS60;NÃO-ESTOQUE;12/03/2019;12/03/2019
4626844;"FAIXA,SINALIZ;REFLET;BAU;MOTOC;EMS60";NÃO-ESTOQUE;12/03/2019;12/03/2019
4627038;"COLETE,REFLETIVO;P/MOTOCICL;TAM.M;EMS60";NÃO-ESTOQUE;12/03/2019;12/03/2019
4627039;"COLETE,REFLETIVO;P/MOTOCICL;TAM.G;EMS60";NÃO-ESTOQUE;12/03/2019;12/03/2019
4627040;"COLETE,REFLETIVO;P/MOTOCICL;TAM.GG;EMS60";NÃO-ESTOQUE;12/03/2019;12/03/2019
4627061;"COLETE,REFLETIVO;P/MOTOCICL;TAM.P;EMS60";NÃO-ESTOQUE;12/03/2019;12/03/2019
4627071;"COLETE,REFLETIVO;P/MOTOCICL;TAM.XG;EMS60";NÃO-ESTOQUE;12/03/2019;12/03/2019
4627369;"EQUIP WMS;FONTE,ALIM;48 VDC;PT ACESSO";NÃO-ESTOQUE;12/03/2019;12/03/2019
4627370;"EQUIP WMS;CABO,ADAPTADOR;P/AP 5131";NÃO-ESTOQUE;12/03/2019;12/03/2019
4627518;PROJETOR, MÍDIA EPSON OU SIMILAR;NÃO-ESTOQUE;12/03/2019;12/03/2019
4627519;SUPORTE,PROJETOR EPSON OU SIMILAR;NÃO-ESTOQUE;12/03/2019;12/03/2019
4627520;TELA,PROJECAO MIDIA MANUAL,FIXA NO TETO;NÃO-ESTOQUE;12/03/2019;12/03/2019
4627531;SOM,ESTEREO,500W,SAIDA PARA DVD;NÃO-ESTOQUE;12/03/2019;12/03/2019
4627532;EQUIPAMENTO,VIDEO CONFERENCIA;NÃO-ESTOQUE;12/03/2019;12/03/2019
4627533;Televisiones-TELEVISOR,LCD,32 POLEGADAS;NÃO-ESTOQUE;12/03/2019;12/03/2019
4628174;APARELHO DE DVD;NÃO-ESTOQUE;12/03/2019;12/03/2019
4628334;"TERMINAL,CONCÊNTRICO;ANGULAR;3/8 ;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4628335;"TERMINAL,CONCÊNTRICO;LATERAL;3/8 ;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4628336;"TERMINAL,CONCÊNTRICO;DERIVAÇÃO;3/8 ;CPLU";NÃO-ESTOQUE;12/03/2019;12/03/2019
4628337;"TERMINAL,CONCÊNTRICO;UNIÃO;3/8 ;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4628338;"TERMINAL,PRESSÃO;CABO 35MM2;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4628672;DETETOR,CONTATO,AT,25-75KV,SON/LUM,EMS52;NÃO-ESTOQUE;12/03/2019;12/03/2019
4628673;DETETOR,CONTATO,BT,50-600V,SON/LUM,EMS61;NÃO-ESTOQUE;12/03/2019;12/03/2019
4628674;DETETOR,CONTATO,MT,5-15KV,SON/LUM,EMS41;NÃO-ESTOQUE;12/03/2019;12/03/2019
4629206;"LAMPADA,FLUORESCENTE;TUBULAR;40W;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4629207;"LUMINARIA,SIMPLES;2X40W;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4629208;"REATOR,ELETRONICO;DUPLO;2X40W;220V;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4629209;"SOQUETE,ANTIVIBRAT;LAMP FLUOR TUB;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4629210;"TERMINAL,CONCÊNTRICO;CENTRAL;3/8 ;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4629211;"TERMINAL,PRESSÃO;CABO 25MM2;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4629212;"TOMADA,250V;15A;2P+T UNIVERSAL;CPLUS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4630240;CONJ,IMPERM,VENT,CONTRA CHUVA,N.GG,EMS50;NÃO-ESTOQUE;12/03/2019;12/03/2019
4630296;"QUADRO,MED-SE;8MED;2X3TP;S/MED/GTW;ET18";NÃO-ESTOQUE;12/03/2019;12/03/2019
4630297;"QUADRO,MED-SE;4MED;1X3TP;S/MED/GTW;ET18";NÃO-ESTOQUE;12/03/2019;12/03/2019
4630351;CONJ,IMPERM,VENT,CONTRA CHUVA,N.XG,EMS50;NÃO-ESTOQUE;12/03/2019;12/03/2019
4630364;"PLACA,SINALIZACAO;50CM;CANO GALVANIZADO";NÃO-ESTOQUE;12/03/2019;12/03/2019
4630365;"PLACA,SINALIZACAO;60X40CM;CANO GALVANIZ";NÃO-ESTOQUE;12/03/2019;12/03/2019
4630999;"CINTA,ANCORAGEM;POLIESTER;1500MM;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4631000;"CORDA,LINHA DE VIDA;60M;EMS34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4631364;MESA,ESTACAO DE TRABALHO,1,80X1,35M;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631365;GAVETEIRO,ESPECIAL,2 GAVETAS,1GAVETÃO;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631367;SUPERVISOR,REMOTO,P/CHAVES DE ENCONTRO-2;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631368;"SUPERVISOR,REMOTO;P/RELIGADORES-2";NÃO-ESTOQUE;12/03/2019;12/03/2019
4631369;MONITOR REMOTO DE RAMAL D143.10.0;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631407;"BLOQUEADOR,CHAVE FUS;SECCION;EMS66";NÃO-ESTOQUE;12/03/2019;12/03/2019
4631562;NOTEBOOK HP,6530B,2GB,CORE2DUO,250GB,14P;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631563;COMPUTADOR DESKTOP HP,2GB,CORE2DUO,250;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631564;NOTEBOOK HP,2GB,CORE2DUO,120GB,12P;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631565;Pantalla-MONITOR LCD 17 POL;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631688;CONJ,IMPERM,MOTOCICLISTA,TAM:M,EMS49;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631689;CONJ,IMPERM,MOTOCICLISTA,TAM:G,EMS49;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631690;CONJ,IMPERM,MOTOCICLISTA,TAM:GG,EMS49;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631898;MED,ELET,220/380V,1000A,S/ALIC,SAGA 4500;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631998;OCULOS,SEG,LENTE AMARELA,EMS35;NÃO-ESTOQUE;12/03/2019;12/03/2019
4631999;VARA,MANOBRA,SECC,N.ELEM 5X38-1x32,EMS17;NÃO-ESTOQUE;12/03/2019;12/03/2019
4632010;OCULOS,SEG,SOBREPOR,LENTE AMARELA,EMS33;NÃO-ESTOQUE;12/03/2019;12/03/2019
4632032;OCULOS DE PROTEÇAO SOBREPOR TRANSPARENTE;NÃO-ESTOQUE;12/03/2019;12/03/2019
4632033;OCULOS DE SEG C/ PROTEÇAO LATERAL TRANSP;NÃO-ESTOQUE;12/03/2019;12/03/2019
4632043;SELO,SEG,MET,AZUL,NIFTY LOK,20CM,GRUPO A;NÃO-ESTOQUE;12/03/2019;12/03/2019
4632135;Placas-PLACA,FONTE CA,PARA F6,FPM;FORA DE PADRÃO;12/03/2019;12/03/2019
4632136;"PLACA,INTERFACE;RIF;F6;FPM";FORA DE PADRÃO;12/03/2019;12/03/2019
4632137;"PLACA,ATUADOR ACT II C;DC NOVA;FPM";FORA DE PADRÃO;12/03/2019;12/03/2019
4632138;RELE F6,POLE MOUNT S/I-O,S/COM,S/CX,FPM;FORA DE PADRÃO;12/03/2019;12/03/2019
4632176;"RELOGIO,XTM FLIP;232/485;RELE S/B.LIGHT";NÃO-ESTOQUE;12/03/2019;12/03/2019
4632177;"LICENÇA,USO SOFTWARE;RELOGIO XTMFLIP";NÃO-ESTOQUE;12/03/2019;12/03/2019
4632178;"LEITOR,APROXIMIDADE;AP20;RELOGIO XTMFLIP";NÃO-ESTOQUE;12/03/2019;12/03/2019
4632179;CONVERSOR,JAM CONNECT;NÃO-ESTOQUE;12/03/2019;12/03/2019
4632180;LICENÇA,USO JAM CONNECT;NÃO-ESTOQUE;12/03/2019;12/03/2019
4632201;"SERVIÇO,INSTALAÇÃO;LÓGICA DO RELOGIO";NÃO-ESTOQUE;12/03/2019;12/03/2019
4632540;"ALICATE,TERRÔMETRO;DIGIT;EM5248;MEGABRAS";NÃO-ESTOQUE;12/03/2019;12/03/2019
4632784;"AMPERÍMETRO,LCD;3 DÍGITOS;36KV;400A";NÃO-ESTOQUE;12/03/2019;12/03/2019
4632785;LAMINA,DESLIG,CH FUS,15KV,300A,D19806;NÃO-ESTOQUE;12/03/2019;12/03/2019
4633157;"GELADEIRA,CONSUL;COMPACTO;80L;CRC08A";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633158;"GELADEIRA,CONSUL;COMPACTO;120L;CRC12A";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633159;"GELADEIRA,CONSUL;280L;DEGEL MAN;CRC28EB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633160;"GELADEIRA,CONSUL;280L;DISPENSER;CRC28BB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633171;"GELADEIRA,CONSUL;280L;DEGELO SECO;CRA30E";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633172;"GELADEIRA,CONSUL;F.FREE;360L;CRB36AB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633173;"GELADEIRA,CONSUL;F.FREE;360L;DIS;CRG36A";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633174;"GELADEIRA,CONSUL;BIPLEX;360L;CRD36FB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633176;"GELADEIRA,CONSUL;F.FREE;390L;CRB39AB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633215;"GELADEIRA,CONSUL;BIPLEX;480L;CRD48EB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633216;"GELADEIRA,CONSUL;F.FREE;330L;CRM33DB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633217;"GELADEIRA,CONSUL;F.FREE;340L;AQU;CRM34FB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633219;"GELADEIRA,CONSUL;F.FREE;450L;CRM45AB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633220;"GELADEIRA,CONSUL;F.FREE;402L;AQU;CRM47FB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633231;"GELADEIRA,CONSUL;F.FREE;490L;CRM49AB";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633232;"GELADEIRA,ESMALTEC;BRANCO;307L;ER36D";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633233;"GELADEIRA,ESMALTEC;BRANCO;301L;ER34";NÃO-ESTOQUE;12/03/2019;12/03/2019
4633234;GELADEIRA,ESMALTEC,BRANCO,280L,ER31;NÃO-ESTOQUE;12/03/2019;12/03/2019
4633236;"GELADEIRA,ESMALTEC;BRANCO;276L;ER32D";NÃO-ESTOQUE;12/03/2019;12/03/2019
